                                     RANK LIST                                          
RANK	Student_ID	Sub1_Marks	Sub2_Marks	Sub3_Marks	Sub4_Marks	Sub5_Marks	Sub6_Marks	Total_Marks
137		266		71		70		35		91		75		97		439
138		289		77		76		98		74		64		49		438
139		76		49		86		64		91		61		87		438
140		474		82		95		70		53		67		70		437
141		454		57		66		75		65		80		94		437
142		437		100		44		98		76		80		39		437
143		379		49		100		35		98		90		65		437
144		298		85		79		46		68		65		94		437
145		72		69		98		50		88		84		48		437
146		358		99		98		58		74		47		60		436
147		205		89		55		88		48		98		58		436
148		494		66		97		71		54		87		60		435
149		421		39		59		91		67		82		97		435
150		398		98		47		76		36		93		85		435
151		397		86		81		38		82		68		80		435
152		355		46		71		85		54		95		84		435
153		277		76		81		45		39		98		96		435
154		66		50		49		65		92		92		87		435
155		40		51		73		69		71		94		77		435
156		493		69		82		51		94		83		55		434
157		396		78		44		98		42		76		96		434
158		55		93		93		53		100		53		42		434
159		367		45		80		55		86		87		80		433
160		341		94		53		71		86		40		89		433
161		122		90		57		56		79		87		64		433
162		460		69		77		42		99		100		45		432
163		408		83		87		46		66		100		50		432
164		303		62		100		35		80		95		60		432
165		202		60		80		86		38		93		75		432
166		116		85		88		88		42		91		38		432
167		393		58		95		87		84		65		42		431
168		31		59		73		55		70		77		97		431
169		403		100		41		92		66		90		41		430
170		82		61		58		91		100		56		64		430
171		371		36		99		39		89		92		74		429
172		294		50		77		58		92		57		95		429
173		272		100		54		44		96		74		61		429
174		120		70		56		54		88		82		79		429
175		99		92		58		99		45		57		78		429
176		488		84		93		51		60		41		99		428
177		212		73		85		75		50		68		76		427
178		364		61		51		89		70		85		70		426
179		152		59		98		73		85		66		45		426
180		139		49		47		100		61		78		91		426
181		58		81		54		79		57		89		66		426
182		452		37		74		50		90		90		84		425
183		413		90		59		82		92		64		38		425
184		348		62		55		93		78		62		75		425
185		85		81		81		58		43		81		80		424
186		22		59		87		71		66		48		93		424
187		478		98		41		80		40		67		97		423
188		429		50		41		83		59		100		90		423
189		260		98		45		77		67		82		54		423
190		258		39		73		75		67		95		74		423
191		229		98		48		73		53		71		80		423
192		180		95		40		54		43		91		100		423
193		279		46		89		51		75		86		75		422
194		200		68		68		56		73		99		58		422
195		196		77		89		64		70		68		54		422
196		344		73		76		55		66		85		66		421
197		220		57		86		91		64		78		45		421
198		492		57		96		49		81		52		85		420
199		323		73		94		78		55		57		63		420
200		107		94		44		45		84		75		78		420
201		87		64		44		67		89		76		80		420
202		449		63		66		45		98		85		62		419
203		221		73		98		98		58		38		54		419
204		453		77		97		38		93		53		60		418
205		451		61		59		75		64		87		72		418
206		428		44		64		98		93		41		78		418
207		350		39		72		74		85		73		75		418
208		10		94		43		19		92		83		87		418
209		6		74		39		92		86		62		65		418
210		256		69		87		72		61		80		48		417
211		114		69		64		80		35		72		97		417
212		481		84		68		97		70		49		48		416
213		416		88		41		86		64		53		84		416
214		288		65		65		85		88		40		73		416
215		275		71		91		50		75		61		68		416
216		247		49		58		96		83		89		41		416
217		231		76		58		35		64		87		96		416
218		186		91		70		82		62		55		56		416
219		135		47		73		98		71		69		58		416
220		455		59		63		55		97		73		68		415
221		433		48		83		76		64		60		84		415
222		345		60		55		95		91		63		51		415
223		308		77		66		72		59		61		80		415
224		226		99		52		43		64		78		79		415
225		128		78		44		57		97		72		67		415
226		115		65		62		70		80		71		67		415
227		468		82		83		74		57		71		47		414
228		434		78		63		50		95		60		68		414
229		237		85		91		42		52		54		90		414
230		223		35		73		63		80		82		81		414
231		126		86		59		46		83		90		50		414
232		324		66		72		75		88		58		54		413
233		193		37		92		98		72		36		78		413
234		406		93		73		72		89		38		47		412
235		173		46		74		67		44		88		93		412
236		159		84		47		86		51		82		62		412
237		103		46		63		87		38		93		85		412
238		68		81		85		46		82		38		80		412
239		154		91		41		69		74		100		36		411
240		141		90		36		58		85		72		70		411
241		91		43		75		69		48		88		88		411
242		281		78		58		94		43		56		81		410
243		179		93		45		75		49		55		93		410
244		9		93		81		56		88		45		47		410
245		424		49		46		69		86		73		86		409
246		296		43		95		90		62		55		64		409
247		292		48		40		66		76		82		97		409
248		131		64		36		43		81		85		100		409
249		444		44		57		94		67		52		94		408
250		385		61		36		82		98		78		53		408
251		317		52		67		92		56		62		79		408
252		300		72		87		75		63		46		65		408
253		255		92		93		37		36		56		94		408
254		417		40		85		50		64		73		95		407
255		369		49		94		46		81		77		60		407
256		315		54		65		92		40		92		64		407
257		283		99		93		46		37		57		75		407
258		251		73		87		44		48		83		72		407
259		245		93		92		54		43		76		49		407
260		88		81		41		71		84		93		37		407
261		51		62		57		40		70		82		96		407
262		498		92		90		41		69		75		39		406
263		375		50		46		93		72		80		65		406
264		313		80		46		78		36		90		76		406
265		144		37		98		35		66		88		82		406
266		136		90		36		90		70		66		54		406
267		124		99		60		89		35		81		42		406
268		384		67		71		76		51		89		51		405
269		78		80		57		54		83		67		63		404
270		12		82		61		85		53		79		44		404
271		372		55		71		82		88		43		64		403
272		2		56		67		83		71		51		75		403
273		447		63		75		74		50		60		80		402
274		134		89		79		80		52		61		41		402
275		70		67		93		54		46		81		61		402
276		473		75		58		88		52		48		80		401
277		457		37		95		37		68		82		82		401
278		215		44		53		73		84		91		56		401
279		184		69		55		45		94		42		96		401
280		57		60		88		96		68		42		47		401
281		443		51		61		69		45		88		86		400
282		368		70		75		49		84		67		55		400
283		234		94		52		99		43		36		76		400
284		168		81		36		76		72		48		87		400
285		118		72		67		59		42		81		79		400
286		431		63		86		44		64		94		48		399
287		378		48		73		87		46		84		61		399
288		376		86		82		50		37		94		50		399
289		273		61		86		54		66		63		69		399
290		201		73		53		92		64		60		57		399
291		198		71		50		86		69		73		50		399
292		191		62		60		47		90		71		69		399
293		185		97		67		38		49		60		88		399
294		335		42		77		95		80		43		61		398
295		29		93		53		42		44		93		73		398
296		359		82		93		55		38		71		58		397
297		44		58		92		98		37		46		66		397
298		496		74		88		73		37		86		38		396
299		340		37		78		88		42		72		79		396
300		238		68		82		85		49		51		61		396
301		309		46		71		95		47		71		65		395
302		89		59		60		43		76		92		65		395
303		290		59		44		37		88		96		70		394
304		207		90		37		67		93		47		60		394
305		183		48		62		55		78		54		97		394
306		490		46		49		54		50		100		94		393
307		411		70		50		56		53		100		64		393
308		404		67		61		82		79		49		55		393
309		400		91		39		83		70		44		66		393
310		232		66		72		53		37		77		88		393
311		230		62		41		81		100		35		74		393
312		432		64		98		67		53		62		48		392
313		284		52		69		49		97		88		37		392
314		206		92		36		95		65		60		44		392
315		43		52		65		72		52		51		100		392
316		479		38		78		88		61		49		77		391
317		461		37		72		73		98		67		44		391
318		374		37		43		97		78		36		100		391
319		302		80		53		74		37		73		74		391
320		274		87		50		73		77		48		56		391
321		244		64		75		43		54		65		90		391
322		194		49		65		56		43		86		92		391
323		143		73		55		44		55		83		81		391
324		102		60		60		58		52		88		73		391
325		52		78		71		74		46		74		48		391
326		354		49		40		46		88		74		93		390
327		157		82		57		57		40		73		81		390
328		388		59		72		66		47		44		100		388
329		310		77		85		66		43		76		41		388
330		222		79		55		48		75		64		66		387
331		100		70		38		84		83		54		58		387
332		214		81		49		65		72		49		69		385
333		445		70		45		46		94		67		62		384
334		199		63		76		88		52		42		63		384
335		94		55		100		90		37		35		67		384
336		470		60		59		49		49		78		88		383
337		418		77		75		49		39		69		74		383
338		407		49		71		93		57		63		50		383
339		327		61		41		89		45		58		89		383
340		307		73		53		64		53		40		100		383
341		140		47		81		93		80		45		37		383
342		133		47		90		80		48		78		40		383
343		24		88		44		82		50		51		68		383
344		483		86		39		71		35		97		54		382
345		441		43		42		98		63		54		82		382
346		291		51		91		49		85		71		35		382
347		60		45		43		88		91		45		70		382
348		419		48		68		82		82		65		36		381
349		171		77		97		61		43		55		48		381
350		248		59		53		89		65		74		40		380
351		177		50		41		87		65		40		96		379
352		163		41		66		50		86		60		76		379
353		142		45		56		51		84		71		72		379
354		235		72		43		78		70		56		59		378
355		224		39		99		99		35		50		56		378
356		37		46		60		72		52		71		77		378
357		17		44		58		72		63		49		92		378
358		219		55		83		65		77		47		50		377
359		54		89		54		57		46		74		57		377
360		423		35		49		50		95		55		92		376
361		92		89		46		43		96		51		51		376
362		71		84		43		42		61		67		79		376
363		486		78		73		47		54		81		42		375
364		187		76		78		76		59		42		44		375
365		23		36		45		68		90		55		81		375
366		343		69		45		56		97		39		68		374
367		108		70		50		46		92		46		70		374
368		482		36		53		44		97		90		53		373
369		34		67		35		47		95		71		58		373
370		425		42		56		61		61		78		74		372
371		414		58		68		59		45		99		43		372
372		239		76		45		95		60		46		50		372
373		227		37		74		63		50		96		52		372
374		155		83		40		78		66		46		58		371
375		138		83		35		36		55		97		65		371
376		35		39		45		51		74		81		81		371
377		330		72		39		72		51		53		83		370
378		269		41		55		50		41		83		100		370
379		189		38		59		59		73		85		56		370
380		148		74		36		94		62		53		51		370
381		339		67		67		56		71		71		37		369
382		209		98		55		72		39		52		53		369
383		167		90		48		64		48		83		36		369
384		467		93		49		35		76		54		61		368
385		422		57		84		54		85		49		39		368
386		242		49		65		58		41		60		95		368
387		113		43		44		37		87		100		57		368
388		366		67		45		79		37		88		50		366
389		293		78		75		38		99		38		38		366
390		257		38		94		72		80		44		37		365
391		174		36		81		71		52		76		49		365
392		150		66		62		43		86		71		37		365
393		178		66		76		36		67		71		48		364
394		46		57		85		68		76		38		40		364
395		450		66		51		60		92		55		39		363
396		319		42		54		85		40		79		63		363
397		285		56		77		44		83		65		38		363
398		276		66		85		40		55		62		55		363
399		240		69		40		67		43		94		50		363
400		389		48		77		47		73		61		56		362
401		336		45		90		38		93		60		35		361
402		190		58		47		76		69		57		54		361
403		471		72		72		35		43		57		81		360
404		410		71		45		68		48		89		39		360
405		386		38		93		64		62		56		47		360
406		383		36		63		98		39		74		50		360
407		265		76		70		51		53		36		74		360
408		132		72		54		42		66		76		50		360
409		287		35		53		82		93		61		35		359
410		203		67		65		95		37		59		36		359
411		170		94		66		43		82		39		35		359
412		149		44		58		67		95		59		36		359
413		125		42		72		56		50		85		54		359
414		499		66		83		58		38		43		70		358
415		337		63		70		48		59		40		78		358
416		253		66		45		69		55		70		53		358
417		210		74		40		60		46		77		61		358
418		213		78		70		68		61		41		39		357
419		74		84		66		78		44		39		46		357
420		370		35		87		37		43		82		72		356
421		361		38		55		42		78		75		68		356
422		387		38		38		46		70		86		77		355
423		39		77		38		53		56		48		83		355
424		392		35		44		81		37		88		69		354
425		295		56		71		66		77		38		46		354
426		286		87		35		71		37		60		64		354
427		264		60		49		91		55		57		42		354
428		8		36		36		20		95		83		84		354
429		463		69		57		82		42		67		36		353
430		53		54		62		52		42		61		82		353
431		5		93		30		82		52		38		57		352
432		299		43		80		56		81		37		54		351
433		162		47		46		80		51		68		59		351
434		270		35		65		46		64		57		83		350
435		197		43		81		52		53		37		83		349
436		382		42		44		41		74		55		91		347
437		106		85		58		40		67		61		36		347
438		97		70		92		67		42		35		41		347
439		436		49		62		53		54		53		75		346
440		342		60		35		76		77		40		58		346
441		79		90		42		38		36		39		100		345
442		489		37		69		92		57		53		36		344
443		495		87		36		42		47		83		48		343
444		438		49		51		68		73		38		64		343
445		217		38		83		54		49		77		41		342
446		166		45		59		73		37		53		75		342
447		11		72		65		71		40		42		52		342
448		249		57		71		59		60		44		50		341
449		346		50		100		45		68		39		38		340
450		176		40		47		43		92		82		36		340
451		50		62		40		100		55		36		47		340
452		69		42		71		48		62		43		73		339
453		48		35		97		67		37		38		65		339
454		484		48		65		89		42		58		36		338
455		147		48		59		82		61		47		41		338
456		16		42		78		48		65		39		66		338
457		338		78		67		68		35		43		46		337
458		314		42		50		75		38		45		87		337
459		158		40		38		83		43		70		63		337
460		4		76		52		57		48		68		36		337
461		19		64		69		40		5		95		63		336
462		487		61		37		65		51		86		35		335
463		98		86		37		54		52		57		49		335
464		465		43		71		36		60		84		40		334
465		63		47		73		36		42		90		46		334
466		405		61		45		38		81		68		40		333
467		391		47		48		82		52		56		48		333
468		1		64		90		44		51		48		36		333
469		7		63		46		62		39		85		37		332
470		33		82		42		61		52		54		40		331
471		442		38		63		40		44		64		80		329
472		42		45		52		56		57		82		36		328
473		123		50		56		48		81		40		51		326
474		476		45		86		46		71		42		35		325
475		261		43		60		74		40		45		61		323
476		228		100		37		46		54		43		43		323
477		151		53		43		54		83		43		47		323
478		86		40		44		69		48		71		51		323
479		13		36		93		5		54		65		69		322
480		326		47		36		78		51		39		70		321
481		320		49		66		52		45		56		53		321
482		90		46		64		46		77		36		51		320
483		165		38		64		37		56		65		57		317
484		156		52		36		56		61		76		36		317
485		3		20		55		58		62		77		45		317
486		111		36		42		51		80		54		53		316
487		475		44		41		55		57		83		35		315
488		146		50		55		43		37		69		61		315
489		462		57		69		51		58		38		39		312
490		322		44		65		38		50		53		62		312
491		278		36		66		50		61		58		39		310
492		15		86		52		6		37		90		35		306
493		26		45		35		50		92		31		50		303
494		329		36		48		66		38		59		55		302
495		204		52		56		40		47		66		37		298
496		77		61		52		54		39		51		39		296
497		477		61		45		48		54		35		39		282
498		36		63		47		50		47		37		35		279
499		318		46		36		38		72		35		44		271
500		38		57		36		45		41		53		36		268
